Strata,unique_id,LCC,Bgy_Name,Mun_Name,Pro_Name
2,396C2,Dipterocarp Forest Closed,Lower Olave,BUENAVISTA,AGUSAN DEL NORTE
2,396D2,Dipterocarp Forest Closed,Lower Olave,BUENAVISTA,AGUSAN DEL NORTE
2,397B2,Dipterocarp Forest Closed,Puerto Princesa,BASILISA (RIZAL),DINAGAT ISLANDS
2,397C2,Dipterocarp Forest Closed,Puerto Princesa,BASILISA (RIZAL),DINAGAT ISLANDS
2,397D2,Dipterocarp Forest Closed,Puerto Princesa,BASILISA (RIZAL),DINAGAT ISLANDS
2,398B2,Dipterocarp Forest Closed,Villa Undayon,CITY OF BAYUGAN,AGUSAN DEL SUR
2,398C2,Dipterocarp Forest Closed,Villa Undayon,CITY OF BAYUGAN,AGUSAN DEL SUR
2,398D2,Dipterocarp Forest Closed,Villa Undayon,CITY OF BAYUGAN,AGUSAN DEL SUR
2,399B2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,399C2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,399D2,Dipterocarp Forest Closed,Bayogo,MADRID,SURIGAO DEL SUR
2,400B2,Dipterocarp Forest Closed,Urbiztondo,CLAVER,SURIGAO DEL NORTE
2,400C2,Dipterocarp Forest Closed,Urbiztondo,CLAVER,SURIGAO DEL NORTE
2,400D2,Dipterocarp Forest Closed,Urbiztondo,CLAVER,SURIGAO DEL NORTE
4,426B2,"Swamp Forest, Open",Novele,ROSARIO,AGUSAN DEL SUR
4,426C2,"Swamp Forest, Open",Novele,ROSARIO,AGUSAN DEL SUR
4,426D2,"Swamp Forest, Open",Novele,ROSARIO,AGUSAN DEL SUR
4,427B2,"Swamp Forest, Open",Wasi-an,ROSARIO,AGUSAN DEL SUR
4,427C2,"Swamp Forest, Open",Wasi-an,ROSARIO,AGUSAN DEL SUR
4,427D2,"Swamp Forest, Open",Wasi-an,ROSARIO,AGUSAN DEL SUR
4,428B2,"Swamp Forest, Open",Wasi-an,ROSARIO,AGUSAN DEL SUR
4,428C2,"Swamp Forest, Open",Wasi-an,ROSARIO,AGUSAN DEL SUR
4,428D2,"Swamp Forest, Open",Wasi-an,ROSARIO,AGUSAN DEL SUR
4,429B2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,429C2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,429D2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,430B2,"Swamp Forest, Open",San Marcos,BUNAWAN,AGUSAN DEL SUR
4,430C2,"Swamp Forest, Open",San Marcos,BUNAWAN,AGUSAN DEL SUR
4,430D2,"Swamp Forest, Open",San Marcos,BUNAWAN,AGUSAN DEL SUR
4,431B2,"Swamp Forest, Open",Bayugan 3,ROSARIO,AGUSAN DEL SUR
4,431C2,"Swamp Forest, Open",Bayugan 3,ROSARIO,AGUSAN DEL SUR
4,431D2,"Swamp Forest, Open",Bayugan 3,ROSARIO,AGUSAN DEL SUR
4,432B2,"Swamp Forest, Open",Poblacion,LORETO,AGUSAN DEL SUR
4,432C2,"Swamp Forest, Open",Poblacion,LORETO,AGUSAN DEL SUR
4,432D2,"Swamp Forest, Open",Poblacion,LORETO,AGUSAN DEL SUR
4,433B2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,433C2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,433D2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,434B2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,434C2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,434D2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,435B2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,435C2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,435D2,"Swamp Forest, Open",Sabang Adgawan,LA PAZ,AGUSAN DEL SUR
4,436B2,"Swamp Forest, Open",San Marcos,BUNAWAN,AGUSAN DEL SUR
4,436C2,"Swamp Forest, Open",San Marcos,BUNAWAN,AGUSAN DEL SUR
4,436D2,"Swamp Forest, Open",San Marcos,BUNAWAN,AGUSAN DEL SUR
4,437B2,"Swamp Forest, Open",Katipunan,LORETO,AGUSAN DEL SUR
4,437C2,"Swamp Forest, Open",Katipunan,LORETO,AGUSAN DEL SUR
4,437D2,"Swamp Forest, Open",Katipunan,LORETO,AGUSAN DEL SUR
4,438B2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
4,438C2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
4,438D2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
4,439B2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
4,439C2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
4,439D2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
4,440B2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
4,440C2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
4,440D2,"Swamp Forest, Open",Nueva Era,BUNAWAN,AGUSAN DEL SUR
5,407B2,Swamp forest closed,Zillovia,TALACOGON,AGUSAN DEL SUR
5,407C2,Swamp forest closed,Zillovia,TALACOGON,AGUSAN DEL SUR
5,407D2,Swamp forest closed,Zillovia,TALACOGON,AGUSAN DEL SUR
5,408B2,Swamp forest closed,BuenaGracia,TALACOGON,AGUSAN DEL SUR
5,408C2,Swamp forest closed,BuenaGracia,TALACOGON,AGUSAN DEL SUR
5,408D2,Swamp forest closed,BuenaGracia,TALACOGON,AGUSAN DEL SUR
5,409B2,Swamp forest closed,BuenaGracia,TALACOGON,AGUSAN DEL SUR
5,409C2,Swamp forest closed,BuenaGracia,TALACOGON,AGUSAN DEL SUR
5,409D2,Swamp forest closed,BuenaGracia,TALACOGON,AGUSAN DEL SUR
5,410B2,Swamp forest closed,"Osme├▒a, Sr.",LA PAZ,AGUSAN DEL SUR
5,410C2,Swamp forest closed,"Osme├▒a, Sr.",LA PAZ,AGUSAN DEL SUR
5,410D2,Swamp forest closed,"Osme├▒a, Sr.",LA PAZ,AGUSAN DEL SUR
5,411B2,Swamp forest closed,Buenasuerte,SAN FRANCISCO,AGUSAN DEL SUR
5,411C2,Swamp forest closed,Buenasuerte,SAN FRANCISCO,AGUSAN DEL SUR
5,411D2,Swamp forest closed,Buenasuerte,SAN FRANCISCO,AGUSAN DEL SUR
5,412B2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,412C2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,412D2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,413B2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,413C2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,413D2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,414B2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,414C2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,414D2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
5,415B2,Swamp forest closed,Maharlika,TALACOGON,AGUSAN DEL SUR
5,415C2,Swamp forest closed,Maharlika,TALACOGON,AGUSAN DEL SUR
5,415D2,Swamp forest closed,Maharlika,TALACOGON,AGUSAN DEL SUR
5,416B2,Swamp forest closed,Caimpugan,SAN FRANCISCO,AGUSAN DEL SUR
5,416C2,Swamp forest closed,Caimpugan,SAN FRANCISCO,AGUSAN DEL SUR
5,416D2,Swamp forest closed,Caimpugan,SAN FRANCISCO,AGUSAN DEL SUR
5,417B2,Swamp forest closed,Poblacion,LORETO,AGUSAN DEL SUR
5,417C2,Swamp forest closed,Poblacion,LORETO,AGUSAN DEL SUR
5,417D2,Swamp forest closed,Poblacion,LORETO,AGUSAN DEL SUR
5,418B2,Swamp forest closed,Poblacion,BUNAWAN,AGUSAN DEL SUR
5,418C2,Swamp forest closed,Poblacion,BUNAWAN,AGUSAN DEL SUR
5,418D2,Swamp forest closed,Poblacion,BUNAWAN,AGUSAN DEL SUR
5,419B2,Swamp forest closed,Poblacion,BUNAWAN,AGUSAN DEL SUR
5,419C2,Swamp forest closed,Poblacion,BUNAWAN,AGUSAN DEL SUR
5,419D2,Swamp forest closed,Poblacion,BUNAWAN,AGUSAN DEL SUR
5,420B2,Swamp forest closed,San Gabriel,VERUELA,AGUSAN DEL SUR
5,420C2,Swamp forest closed,San Gabriel,VERUELA,AGUSAN DEL SUR
5,420D2,Swamp forest closed,San Gabriel,VERUELA,AGUSAN DEL SUR
5,421B2,Swamp forest closed,Poblacion,VERUELA,AGUSAN DEL SUR
5,421C2,Swamp forest closed,Poblacion,VERUELA,AGUSAN DEL SUR
5,421D2,Swamp forest closed,Poblacion,VERUELA,AGUSAN DEL SUR
5,422B2,Swamp forest closed,Pag-asa,SANTA JOSEFA,AGUSAN DEL SUR
5,422C2,Swamp forest closed,Pag-asa,SANTA JOSEFA,AGUSAN DEL SUR
5,422D2,Swamp forest closed,Pag-asa,SANTA JOSEFA,AGUSAN DEL SUR
5,423B2,Swamp forest closed,Poblacion,VERUELA,AGUSAN DEL SUR
5,423C2,Swamp forest closed,Poblacion,VERUELA,AGUSAN DEL SUR
5,423D2,Swamp forest closed,Poblacion,VERUELA,AGUSAN DEL SUR
5,424B2,Swamp forest closed,Desamparados,TALACOGON,AGUSAN DEL SUR
5,424C2,Swamp forest closed,Desamparados,TALACOGON,AGUSAN DEL SUR
5,424D2,Swamp forest closed,Desamparados,TALACOGON,AGUSAN DEL SUR
5,425B2,Swamp forest closed,Sabang Gibung,TALACOGON,AGUSAN DEL SUR
5,425C2,Swamp forest closed,Sabang Gibung,TALACOGON,AGUSAN DEL SUR
5,425D2,Swamp forest closed,Sabang Gibung,TALACOGON,AGUSAN DEL SUR
6,401B2,Swamp forest closed,Caimpugan,SAN FRANCISCO,AGUSAN DEL SUR
6,401C2,Swamp forest closed,Caimpugan,SAN FRANCISCO,AGUSAN DEL SUR
6,401D2,Swamp forest closed,Caimpugan,SAN FRANCISCO,AGUSAN DEL SUR
6,402B2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
6,402C2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
6,402D2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
6,403B2,Swamp forest closed,Wasi-an,ROSARIO,AGUSAN DEL SUR
6,403C2,Swamp forest closed,Wasi-an,ROSARIO,AGUSAN DEL SUR
6,403D2,Swamp forest closed,Wasi-an,ROSARIO,AGUSAN DEL SUR
6,404B2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
6,404C2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
6,404D2,Swamp forest closed,New Visayas,SAN FRANCISCO,AGUSAN DEL SUR
6,405B2,Swamp forest closed,Villa Paz,LA PAZ,AGUSAN DEL SUR
6,405C2,Swamp forest closed,Villa Paz,LA PAZ,AGUSAN DEL SUR
6,405D2,Swamp forest closed,Villa Paz,LA PAZ,AGUSAN DEL SUR
6,406B2,Swamp forest closed,Zillovia,TALACOGON,AGUSAN DEL SUR
6,406C2,Swamp forest closed,Zillovia,TALACOGON,AGUSAN DEL SUR
6,406D2,Swamp forest closed,Zillovia,TALACOGON,AGUSAN DEL SUR
2,219A2,Dipterocarp Forest Closed,La Purisima,PROSPERIDAD (Capital),AGUSAN DEL SUR
2,296D2,Dipterocarp Forest Closed,Poblacion,LIANGA,SURIGAO DEL SUR
